"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Court","Civil/Criminal","Prosecution Agreement","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Major Industry of Parent","Specific Industry of Parent","Info Source","Info Source Archive URL","PACER Link","Captured Document","EPA/OSHA More Info Link","Notes"
"Almost Family Inc","Almost Family Inc.","$17,767","$0","$17,767","2016","20160519","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1782030","","","Kentucky","Louisville","","40218","621610","621610: Home Health Care Services","USA","Kentucky","publicly traded","healthcare services","home health services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"BROOKDALE SENIOR LIVING COMMUNITIES, INC. DBA HIGH","Brookdale Senior Living","$16,380","$0","$16,380","2014","20140702","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","317720209","","","North Carolina","HIGH POINT","201 W. HARTLEY DR.","27265","623312","623312: Homes for the Elderly","USA","Tennessee","publicly traded","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=317720209",""
"Amedisys Inc.","Amedisys","$150,000,000","$0","$150,000,000","2014","20140423","False Claims Act","","Amedisys Inc. and its affiliates agreed to pay $150 million to the federal government to resolve allegations that they violated the False Claims Act by submitting false home healthcare billings to the Medicare program.","federal","agency action","Justice Department Civil Division","","civil","","","","","","","","","","","USA","Louisiana","publicly traded","healthcare services","home health services","https://www.justice.gov/opa/pr/amedisys-home-health-companies-agree-pay-150-million-resolve-false-claims-act-allegations","screenshot_193783.png","","","",""
"Amedisys, Inc.","Amedisys","$4,677,642","$0","$4,677,642","2016","20160506","HHS civil monetary penalties","","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amedisys, Inc. agreed to pay $4,677,642 for allegedly violating the Civil Monetary Penalties Law by filing claims to Medicare for home health services that were not medically necessary and did not meet the requirements for payment.","federal","agency action","Health & Human Services Department Office of Inspector General","","civil","","","","","","","","","","","USA","Louisiana","publicly traded","healthcare services","home health services","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp","screenshot_194234.png","","","",""
"Amedisys, Inc.","Amedisys","$28,104","$0","$28,104","2011","20110927","wage and hour violation","work visa violations","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1632380","","","Louisiana","Baton Rouge","","70816","621610","621610: Home Health Care Services","USA","Louisiana","publicly traded","healthcare services","home health services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"Amedisys Hospice, LLC","Amedisys","$9,081","$0","$9,081","2014","20140321","wage and hour violation","Fair Labor Standards Act","","federal","agency action","Labor Department Wage and Hour Division","","civil","","1719407","","","Alabama","Birmingham","","35209","623110","623110: Nursing Care Facilities","USA","Louisiana","publicly traded","healthcare services","home health services","March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php","","","","","Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown."
"DIGNITY HEALTH","Dignity Health","$24,685","$0","$24,685","2015","20150615","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340702141","","","California","NORTHRIDGE","18300 ROSCOE MEDICAL CENTER","91328","622110","622110: General Medical and Surgical Hospitals","USA","California","non-profit","healthcare services","hospitals","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1070214.015",""
"KAISER FOUNDATION HOSPITALS","Kaiser Permanente","$149,900","$0","$149,900","2015","20150605","workplace safety or health violation","","","federal","agency action","Occupational Safety & Health Administration","","civil","","340684067","","","California","VALLEJO","975 SERENO DRIVE","94589","621491","621491: HMO Medical Centers","USA","California","non-profit","healthcare services","healthcare services","Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php","","","","https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1068406.015",""
"American Medical Response","Envision Healthcare Holdings","$35,000","$0","$35,000","2005","20051216","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","","civil","","08-CA-36175-001","","","Ohio","Akron","","44311","621910","621910: Ambulance Services","USA","Colorado","publicly traded","healthcare services","healthcare services","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","","","","",""
"American Medical Response","Envision Healthcare Holdings","$25,000","$0","$25,000","2004","20040112","labor relations violation","","back pay award in unfair labor practices case","federal","agency action","National Labor Relations Board","","civil","","31-CA-25805-001","","","California","Glendale","","91204","621910","621910: Ambulance Services","USA","Colorado","publicly traded","healthcare services","healthcare services","Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml","","","","",""
