Company,Parent Company,Penalty Amount,Subtraction From Penalty,Penalty Amount Adjusted For Eliminating Multiple Counting,Penalty Year,Penalty Date,Primary Offense,Secondary Offense,Description,Level of Government,Action Type,Agency,Court,Civil/Criminal,Prosecution Agreement,Case ID,Private Litigation Case Title,Lawsuit Resolution,Facility State,City,Address,Zip,NAICS Code,NAICS Translation,HQ Country of Parent,HQ State of Parent,Ownership Structure,Major Industry of Parent,Specific Industry of Parent,Info Source,Info Source Archive URL,PACER Link,Captured Document,EPA/OSHA More Info Link,Notes,Penalty_Year_Date_Time
almost family inc,almost family inc.,17767,0,17767,2016,2016-05-19,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1782030,,,Kentucky,Louisville,,40218,621610.0,621610: Home Health Care Services,USA,Kentucky,publicly traded,healthcare services,home health services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2016-01-01
"brookdale senior living communities, inc. dba high",brookdale senior living,16380,0,16380,2014,2014-07-02,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,317720209,,,North Carolina,HIGH POINT,201 W. HARTLEY DR.,27265,623312.0,623312: Homes for the Elderly,USA,Tennessee,publicly traded,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=317720209,,2014-01-01
amedisys inc.,amedisys,150000000,0,150000000,2014,2014-04-23,False Claims Act,,Amedisys Inc. and its affiliates agreed to pay $150 million to the federal government to resolve allegations that they violated the False Claims Act by submitting false home healthcare billings to the Medicare program.,federal,agency action,Justice Department Civil Division,,civil,,,,,,,,,,,USA,Louisiana,publicly traded,healthcare services,home health services,https://www.justice.gov/opa/pr/amedisys-home-health-companies-agree-pay-150-million-resolve-false-claims-act-allegations,screenshot_193783.png,,,,,2014-01-01
"amedisys, inc.",amedisys,4677642,0,4677642,2016,2016-05-06,HHS civil monetary penalties,,"After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amedisys, Inc. agreed to pay $4,677,642 for allegedly violating the Civil Monetary Penalties Law by filing claims to Medicare for home health services that were not medically necessary and did not meet the requirements for payment.",federal,agency action,Health & Human Services Department Office of Inspector General,,civil,,,,,,,,,,,USA,Louisiana,publicly traded,healthcare services,home health services,https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp,screenshot_194234.png,,,,,2016-01-01
"amedisys, inc.",amedisys,28104,0,28104,2011,2011-09-27,wage and hour violation,work visa violations,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1632380,,,Louisiana,Baton Rouge,,70816,621610.0,621610: Home Health Care Services,USA,Louisiana,publicly traded,healthcare services,home health services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2011-01-01
"amedisys hospice, llc",amedisys,9081,0,9081,2014,2014-03-21,wage and hour violation,Fair Labor Standards Act,,federal,agency action,Labor Department Wage and Hour Division,,civil,,1719407,,,Alabama,Birmingham,,35209,623110.0,623110: Nursing Care Facilities,USA,Louisiana,publicly traded,healthcare services,home health services,"March 7, 2017 download of a dataset posted by the Wage and Hour Division at https://enforcedata.dol.gov/views/data_summary.php",,,,,"Date and year are the Findings End Date in the dataset posted by the Wage and Hour Division, which does not provide case opening or closing dates. The company name is the Legal Name provided by the dataset unless that field is blank, in which case the Trade Name is used. The dataset provides only one address and does not indicate whether it is the company headquarters address or the establishment address. The penalty amount is the total of civil monetary penalties and mandated back wages. The original dataset provides a breakdown.",2014-01-01
dignity health,dignity health,24685,0,24685,2015,2015-06-15,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,340702141,,,California,NORTHRIDGE,18300 ROSCOE MEDICAL CENTER,91328,622110.0,622110: General Medical and Surgical Hospitals,USA,California,non-profit,healthcare services,hospitals,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1070214.015,,2015-01-01
kaiser foundation hospitals,kaiser permanente,149900,0,149900,2015,2015-06-05,workplace safety or health violation,,,federal,agency action,Occupational Safety & Health Administration,,civil,,340684067,,,California,VALLEJO,975 SERENO DRIVE,94589,621491.0,621491: HMO Medical Centers,USA,California,non-profit,healthcare services,healthcare services,"Extracted from a download of OSHA's Inspection Database updated by OSHA on 1/19/2018, available at https://enforcedata.dol.gov/views/data_catalogs.php",,,,https://www.osha.gov/pls/imis/establishment.inspection_detail?id=1068406.015,,2015-01-01
american medical response,envision healthcare holdings,35000,0,35000,2005,2005-12-16,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,08-CA-36175-001,,,Ohio,Akron,,44311,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2005-01-01
american medical response,envision healthcare holdings,25000,0,25000,2004,2004-01-12,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,31-CA-25805-001,,,California,Glendale,,91204,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2004-01-01
american medical response,envision healthcare holdings,20364,0,20364,2000,2000-09-14,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,20-CA-29204-001,,,California,Livermore,,94550,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2000-01-01
american medical response,envision healthcare holdings,20000,0,20000,2003,2003-07-18,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,27-CA-17858-001,,,Colorado,Aurora,,80014,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2003-01-01
american medical response,envision healthcare holdings,18445,0,18445,2011,2011-01-05,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,32-CA-24970-001,,,California,Marina,,93933,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2011-01-01
american medical response,envision healthcare holdings,15000,0,15000,2004,2004-10-14,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,27-CA-18911-001,,,Colorado,Greenwood Village,,80111,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2004-01-01
american medical response,envision healthcare holdings,11000,0,11000,2003,2003-09-29,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,19-CA-28726-001,,,Montana,Bozeman,,59715,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2003-01-01
american medical response,envision healthcare holdings,10700,0,10700,2004,2004-07-21,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,34-CA-10152-001,,,Connecticut,New Haven,,06510,485999.0,485999: All Other Transit and Ground Passenger Transportation,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2004-01-01
american medical response,envision healthcare holdings,8249,0,8249,2005,2005-06-06,labor relations violation,,back pay award in unfair labor practices case,federal,agency action,National Labor Relations Board,,civil,,12-CA-23293-001,,,Florida,Largo,,33774,621910.0,621910: Ambulance Services,USA,Colorado,publicly traded,healthcare services,healthcare services,Extracted from an NLRB dataset covering 1999-2011 downloaded at https://catalog.data.gov/dataset/nlrb-cats-final-c-case-data-bulk-19990101-20110930-in-xml,,,,,,2005-01-01
